Country,Restaurant Name,Sentiment,Review Title,Review Date,Review,Text,Sentiment_Label,Clean_Text
France,The Frog at Bercy Village,Negative,A big disappointment due to poor service and arrogant attitudes,Mar 2019 •,"Rome

A big disappointment--not service-oriented and arrogant.

I had high expectations for this restaurant, but when we got there, it turned out that they had put our party of 6 at a very large table for 8 completely off on its own at the back of the restaurant. The table was not conducive to good conversation and very awkward. When we asked for another table, our concerns were dismissed. When I wrote to the restaurant afterwards to complain about the situation, I got a very dismissive letter back from the owner, essentially stating: ""other people love this table; I guess you didn't."" No apology was offered.   Particularly given the price, I would not recommend this restaurant to others based on the poor treatment we received particularly given the many other wonderful alternatives in Rome.  If you do choose to go, I would specify where you would like to sit.","A big disappointment due to poor service and arrogant attitudes Rome

A big disappointment--not service-oriented and arrogant.

I had high expectations for this restaurant, but when we got there, it turned out that they had put our party of 6 at a very large table for 8 completely off on its own at the back of the restaurant. The table was not conducive to good conversation and very awkward. When we asked for another table, our concerns were dismissed. When I wrote to the restaurant afterwards to complain about the situation, I got a very dismissive letter back from the owner, essentially stating: ""other people love this table; I guess you didn't."" No apology was offered.   Particularly given the price, I would not recommend this restaurant to others based on the poor treatment we received particularly given the many other wonderful alternatives in Rome.  If you do choose to go, I would specify where you would like to sit.",0,big disappointment due poor service arrogant attitudes rome big disappointmentnot serviceoriented arrogant i high expectations restaurant but when got there turned out that they put our party very large table completely off its own back restaurant table not conducive good conversation very awkward when asked another table our concerns were dismissed when i wrote restaurant afterwards complain about situation i got very dismissive letter back from owner essentially stating other people love table i guess you didnt no apology offered particularly given price i would not recommend restaurant others based poor treatment received particularly given many other wonderful alternatives rome if you do choose go i would specify where you would like sit
France,The Frog at Bercy Village,Negative,Perfectly organized absolute scam!,Dec 2018 •,The place offers really low quality overpriced food wrapped in a good environment with pretentious service well placed to create the atmosphere of a serious and high end restaurant. Packed with tourists should have given me a hint from the very beginning . Specializing in truffles allows you to have a segment peel of real truffle on your plate amongst many many fake ones. Fillet 47 euros was entrecôte and not a good one at that as well. Stay away at all costs !!!,Perfectly organized absolute scam! The place offers really low quality overpriced food wrapped in a good environment with pretentious service well placed to create the atmosphere of a serious and high end restaurant. Packed with tourists should have given me a hint from the very beginning . Specializing in truffles allows you to have a segment peel of real truffle on your plate amongst many many fake ones. Fillet 47 euros was entrecôte and not a good one at that as well. Stay away at all costs !!!,0,perfectly organized absolute scam place offers really low quality overpriced food wrapped good environment pretentious service well placed create atmosphere serious high end restaurant packed tourists should have given me hint from very beginning specializing truffles allows you have segment peel real truffle your plate amongst many many fake ones fillet euros entrecte not good one that as well stay away all costs
France,The Frog at Bercy Village,Negative,Disappointing,Sept 2018 •,"With so many complimentary reviews I was expecting so much more. The service so praised in other reviews was robotic and slow....Very slow. Our reservation was for 21:00. Our table wasn't ready, so we were invited to have a glass of prosecco in the bar. This was fine but we waited half an hour for the table. Once we got to the table we waited 20 minutes or so to have our order taken, although to be fair we were offered another glass of prosecco. We eventually got our amuse bouche at around 22:00 at least an hour after we arrived. 

We ordered the truffle set menu. The food ranged between being average and quite good, never really good. At odds with other reviews a few words of warning. The truffle menu is a poor choice. Truffle is delicious but a whole meal with the same flavour doesn't work. Second unless you are very hungry avoid the menus. The volume of food is enormous. We left quite a lot of the anti pasti and especially the pasta course. 

We eventually left around midnight. They clearly book more covers than they can efficiently deal with. 

My summary is...quantity rather than quality and slow robotic emotionless service probably caused by over booking.","Disappointing With so many complimentary reviews I was expecting so much more. The service so praised in other reviews was robotic and slow....Very slow. Our reservation was for 21:00. Our table wasn't ready, so we were invited to have a glass of prosecco in the bar. This was fine but we waited half an hour for the table. Once we got to the table we waited 20 minutes or so to have our order taken, although to be fair we were offered another glass of prosecco. We eventually got our amuse bouche at around 22:00 at least an hour after we arrived. 

We ordered the truffle set menu. The food ranged between being average and quite good, never really good. At odds with other reviews a few words of warning. The truffle menu is a poor choice. Truffle is delicious but a whole meal with the same flavour doesn't work. Second unless you are very hungry avoid the menus. The volume of food is enormous. We left quite a lot of the anti pasti and especially the pasta course. 

We eventually left around midnight. They clearly book more covers than they can efficiently deal with. 

My summary is...quantity rather than quality and slow robotic emotionless service probably caused by over booking.",0,disappointing so many complimentary reviews i expecting so much more service so praised other reviews robotic slowvery slow our reservation our table wasnt ready so were invited have glass prosecco bar fine but waited half hour table once got table waited minutes so have our order taken although be fair were offered another glass prosecco eventually got our amuse bouche around least hour after arrived ordered truffle set menu food ranged between being average quite good never really good odds other reviews few words warning truffle menu poor choice truffle delicious but whole meal same flavour doesnt work second unless you are very hungry avoid menus volume food enormous left quite lot anti pasti especially pasta course eventually left around midnight they clearly book more covers than they can efficiently deal my summary isquantity rather than quality slow robotic emotionless service probably caused by over booking
France,The Frog at Bercy Village,Negative,What a disaster...,Oct 2018 •,"I have to say that I was disappointed in my visit to Ad Hoc. While the location and decor were great I found the service to be terrible, in fact the service made the food a disappointment as well. 

It started with the 40 minute wait in between sitting down and a staff member our order for food or drinks. Our waitress seemed disappointed we didn't want to do the tasting menu, but we were already disappointed with the way the meal had started. It took another 30 minutes for our first glass of wine and burrata appetizer to arrive at the table. 

The burrata with the upgrade of white truffle. This dish was around $50, and when it arrived a small fly landed on it... No big deal it happens. When the waitress and I tried to get it off it was killed on the cheese. She asked if we wanted a new one... um, of course I said. Now after waiting 30 minutes for the dish to arrive at our table a ""new one"" was brought out in less than 5 minutes. I'm not sure that the 2nd burrata was new and that they threw away the original dish, given how expensive white truffles are, but it should have been. 

The 3 way carbonara came out practically cold too. No one ever came to see if we wanted another drink until the end of our meal. When we ordered wine glasses were just brought over a glass, no wine was ever presented to the table as with other restaurants in this price range. Some staff apologized at one point saying the service issues were because they were busy, I'm not sure how that was my problem. They hold themselves out as a fine dining experience and at least mine was far, far from that. I would tell you to ignore the inflated reviews and look for something better.","What a disaster... I have to say that I was disappointed in my visit to Ad Hoc. While the location and decor were great I found the service to be terrible, in fact the service made the food a disappointment as well. 

It started with the 40 minute wait in between sitting down and a staff member our order for food or drinks. Our waitress seemed disappointed we didn't want to do the tasting menu, but we were already disappointed with the way the meal had started. It took another 30 minutes for our first glass of wine and burrata appetizer to arrive at the table. 

The burrata with the upgrade of white truffle. This dish was around $50, and when it arrived a small fly landed on it... No big deal it happens. When the waitress and I tried to get it off it was killed on the cheese. She asked if we wanted a new one... um, of course I said. Now after waiting 30 minutes for the dish to arrive at our table a ""new one"" was brought out in less than 5 minutes. I'm not sure that the 2nd burrata was new and that they threw away the original dish, given how expensive white truffles are, but it should have been. 

The 3 way carbonara came out practically cold too. No one ever came to see if we wanted another drink until the end of our meal. When we ordered wine glasses were just brought over a glass, no wine was ever presented to the table as with other restaurants in this price range. Some staff apologized at one point saying the service issues were because they were busy, I'm not sure how that was my problem. They hold themselves out as a fine dining experience and at least mine was far, far from that. I would tell you to ignore the inflated reviews and look for something better.",0,what disaster i have say that i disappointed my visit ad hoc while location decor were great i found service be terrible fact service made food disappointment as well started minute wait between sitting down staff member our order food drinks our waitress seemed disappointed didnt want do tasting menu but were already disappointed way meal started took another minutes our first glass wine burrata appetizer arrive table burrata upgrade white truffle dish around when arrived small fly landed no big deal happens when waitress i tried get off killed cheese she asked if wanted new one um course i said now after waiting minutes dish arrive our table new one brought out less than minutes im not sure that nd burrata new that they threw away original dish given how expensive white truffles are but should have been way carbonara came out practically cold too no one ever came see if wanted another drink until end our meal when ordered wine glasses were just brought over glass no wine ever presented table as other restaurants price range some staff apologized one point saying service issues were because they were busy im not sure how that my problem they hold themselves out as fine dining experience least mine far far from that i would tell you ignore inflated reviews look something better
France,The Frog at Bercy Village,Negative,Great wines but average food,Jul 2018 •,"We both ate the truffle tasting menu with wines. The appetizer where good but the first and second course where nothing special at all. A decent meal with some truffle for a BIG price tag. The dessert where fine and the wines was really good.
But for this price everything should be GREAT.","Great wines but average food We both ate the truffle tasting menu with wines. The appetizer where good but the first and second course where nothing special at all. A decent meal with some truffle for a BIG price tag. The dessert where fine and the wines was really good.
But for this price everything should be GREAT.",0,great wines but average food both ate truffle tasting menu wines appetizer where good but first second course where nothing special all decent meal some truffle big price tag dessert where fine wines really good but price everything should be great
France,The Frog at Bercy Village,Negative,Utterly inept in every way,May 2018 •,"And pretentious to go along with it.  What can you say about a restaurant that provides separate wine lists for red and white that look like copies of War and Peace?  Except that there are two wines per page, and they aren’t listed by country of origin, or varietal type – they’re listed by what someone (God knows who) thinks is the type.  Who would have guessed a Chianti Classico is a “full bodied red”?  Certainly no one who knows wine.  In any normal restaurant this wine list would run maybe 6 or 7 pages at the most.  Apparently wines by the glass are a state secret, you have to ask if they have them.   

Rubbery, overcooked octopus, brittle fried pumpkin flowers, devoid of taste, topped with cold ricotta, a filet that could only be described as a low-end USDA Choice from a chain steakhouse in the US, also rubbery and tasteless.  At least the fish was cooked properly, but was lying on a hockey puck of warm wilted spinach.

Appallingly bad service, one hour to get the appetizer.  They seem to be totally confused about everything.    And 160 euros for the experience.  There is a traditional Italian restaurant about two doors up that was packed.  Ad Hoc wasn’t.  I can see why.","Utterly inept in every way And pretentious to go along with it.  What can you say about a restaurant that provides separate wine lists for red and white that look like copies of War and Peace?  Except that there are two wines per page, and they aren’t listed by country of origin, or varietal type – they’re listed by what someone (God knows who) thinks is the type.  Who would have guessed a Chianti Classico is a “full bodied red”?  Certainly no one who knows wine.  In any normal restaurant this wine list would run maybe 6 or 7 pages at the most.  Apparently wines by the glass are a state secret, you have to ask if they have them.   

Rubbery, overcooked octopus, brittle fried pumpkin flowers, devoid of taste, topped with cold ricotta, a filet that could only be described as a low-end USDA Choice from a chain steakhouse in the US, also rubbery and tasteless.  At least the fish was cooked properly, but was lying on a hockey puck of warm wilted spinach.

Appallingly bad service, one hour to get the appetizer.  They seem to be totally confused about everything.    And 160 euros for the experience.  There is a traditional Italian restaurant about two doors up that was packed.  Ad Hoc wasn’t.  I can see why.",0,utterly inept every way pretentious go along what can you say about restaurant that provides separate wine lists red white that look like copies war peace except that there are two wines per page they arent listed by country origin varietal type theyre listed by what someone god knows who thinks type who would have guessed chianti classico full bodied red certainly no one who knows wine any normal restaurant wine list would run maybe pages most apparently wines by glass are state secret you have ask if they have them rubbery overcooked octopus brittle fried pumpkin flowers devoid taste topped cold ricotta filet that could only be described as lowend usda choice from chain steakhouse us also rubbery tasteless least fish cooked properly but lying hockey puck warm wilted spinach appallingly bad service one hour get appetizer they seem be totally confused about everything euros experience there traditional italian restaurant about two doors up that packed ad hoc wasnt i can see why
France,The Frog at Bercy Village,Negative,Emperors New Clothes,May 2018 •,"Nice atmosphere and the staff were attentive but after that not a lot more to say. I hope you have heard the story of ‘The Emperors New Clothes’. Everyone saying how great everything is but in truth the food is very mediocre. Perhaps we went on a wrong night. Who knows?

The food was bland and the wine was very average. The wine served was just a normal run of the mill, nothing special. Have tasted a lot better for a lot less.","Emperors New Clothes Nice atmosphere and the staff were attentive but after that not a lot more to say. I hope you have heard the story of ‘The Emperors New Clothes’. Everyone saying how great everything is but in truth the food is very mediocre. Perhaps we went on a wrong night. Who knows?

The food was bland and the wine was very average. The wine served was just a normal run of the mill, nothing special. Have tasted a lot better for a lot less.",0,emperors new clothes nice atmosphere staff were attentive but after that not lot more say i hope you have heard story emperors new clothes everyone saying how great everything but truth food very mediocre perhaps went wrong night who knows food bland wine very average wine served just normal run mill nothing special have tasted lot better lot less
France,The Frog at Bercy Village,Negative,Too touristic,Feb 2018 •,"An ambitious restaurant in Rome’s downtown without a real soul; menù is a mixed of meat and fish but without a real specialization
Our impression is that the place is too touristic not a real gourmet high quality experience
Service appropriate","Too touristic An ambitious restaurant in Rome’s downtown without a real soul; menù is a mixed of meat and fish but without a real specialization
Our impression is that the place is too touristic not a real gourmet high quality experience
Service appropriate",0,too touristic ambitious restaurant romes downtown without real soul men mixed meat fish but without real specialization our impression that place too touristic not real gourmet high quality experience service appropriate
France,The Frog at Bercy Village,Negative,Forget truffle Carbonara,May 2017 •,Truffle menu is nice to try but Carbonara was over cooked  and a bit messy to eat. Meat with  truffle could be softer. Desert not the best option. Service was ok and also the wine menu,Forget truffle Carbonara Truffle menu is nice to try but Carbonara was over cooked  and a bit messy to eat. Meat with  truffle could be softer. Desert not the best option. Service was ok and also the wine menu,0,forget truffle carbonara truffle menu nice try but carbonara over cooked bit messy eat meat truffle could be softer desert not best option service ok also wine menu
France,The Frog at Bercy Village,Negative,One of the worst meals of my life,Feb 2017 •,"Service is fine, decor fine, but the food is extremely bad, almost inedible. Extremely disappointing. The wine list good, but that's it.","One of the worst meals of my life Service is fine, decor fine, but the food is extremely bad, almost inedible. Extremely disappointing. The wine list good, but that's it.",0,one worst meals my life service fine decor fine but food extremely bad almost inedible extremely disappointing wine list good but thats
